"","consumerID","rating","rockyID"
"297",343376,4,1
"298",1186456,4,1
"299",1227848,4,1
"300",768877,4,1
"301",2503129,5,1
"302",2554477,5,1
"303",1833399,5,1
"304",74022,2,1
"305",924772,3,1
"306",2632461,3,1
"307",1362861,3,1
"308",1129788,5,1
"309",801646,4,1
"310",2280038,3,1
"311",346593,2,1
"312",1593853,5,1
"313",923325,4,1
"314",2054666,4,1
"315",749480,3,1
"316",2503691,4,1
"317",2309436,4,1
"318",2189626,5,1
"319",1943087,4,1
"320",2467008,3,1
"321",1416474,1,1
"322",2565487,4,1
"323",1163218,4,1
"324",2106652,5,1
"325",1518287,1,1
"326",1282997,4,1
"327",1488844,5,1
"328",698478,4,1
"329",314421,4,1
"330",1765381,3,1
"331",946314,5,1
"332",121910,4,1
"333",891353,4,1
"334",1213299,4,1
"335",2616301,5,1
"336",1640419,3,1
"337",198560,5,1
"338",1824033,3,1
"339",2581970,4,1
"340",574582,5,1
"341",2152963,3,1
"342",1401310,4,1
"343",2261008,4,1
"344",1452350,5,1
"345",44317,3,1
"346",573364,4,1
"347",1048199,5,1
"348",2430817,3,1
"349",853261,4,1
"350",466862,3,1
"351",1937457,1,1
"352",22175,5,1
"353",1340946,4,1
"354",65353,3,1
"355",2164674,2,1
"356",588844,5,1
"357",2246782,2,1
"358",528098,1,1
"359",2407624,3,1
"360",566690,5,1
"361",1228213,2,1
"362",282486,3,1
"363",140292,2,1
"364",638344,4,1
"365",1946757,4,1
"366",562829,2,1
"367",1414302,4,1
"368",1801640,3,1
"369",844208,4,1
"370",1386974,3,1
"371",1265764,5,1
"372",2473869,4,1
"373",1623549,1,1
"374",114393,4,1
"375",471426,1,1
"376",1966800,4,1
"377",1829387,3,1
"378",1419837,3,1
"379",998834,5,1
"380",1421919,4,1
"381",1484465,3,1
"382",487776,3,1
"383",27264,3,1
"384",701730,3,1
"385",932038,5,1
"386",982171,3,1
"387",759018,5,1
"388",2321468,5,1
"389",1323065,3,1
"390",187040,4,1
"391",2258927,4,1
"392",810926,5,1
"393",1240210,5,1
"394",394693,4,1
"395",1435849,5,1
"396",2399039,5,1
"397",2380973,5,1
"398",2156241,5,1
"399",222705,3,1
"400",2035846,3,1
"401",1082689,3,1
"402",1850405,4,1
"403",2448711,3,1
"404",1902745,4,1
"405",1645486,3,1
"406",620771,4,1
"407",847027,4,1
"408",1036783,5,1
"409",14690,4,1
"410",847320,5,1
"411",1543292,4,1
"412",187961,4,1
"413",948293,4,1
"414",136630,4,1
"415",861088,3,1
"416",2240318,4,1
"417",1696725,3,1
"418",546017,3,1
"419",1260731,4,1
"420",646771,3,1
"421",2052192,5,1
"422",2285616,3,1
"423",247794,3,1
"424",68845,3,1
"425",649770,3,1
"426",326587,3,1
"427",922850,4,1
"428",855860,4,1
"429",2006624,5,1
"430",63170,2,1
"431",1302277,3,1
"432",1292664,5,1
"433",568620,2,1
"434",1350497,3,1
"435",1512138,3,1
"436",180151,4,1
"437",2220742,4,1
"438",1614320,3,1
"439",359752,3,1
"440",1388502,3,1
"441",1862650,3,1
"442",2078994,1,1
"443",2340846,3,1
"444",186951,3,1
"445",2370740,4,1
"446",70976,2,1
"447",2456198,4,1
"448",2033368,2,1
"449",906893,4,1
"450",2584177,4,1
"451",1721684,3,1
"452",1089265,5,1
"453",2053189,4,1
"454",15378,3,1
"455",2218269,3,1
"456",385413,3,1
"457",1502634,5,1
"458",991817,3,1
"459",894256,4,1
"460",638839,4,1
"461",390643,4,1
"462",1296027,3,1
"463",434878,4,1
"464",1991068,3,1
"465",513841,4,1
"466",105942,4,1
"467",2038379,4,1
"468",976453,4,1
"469",149439,4,1
"470",1931648,3,1
"471",1811019,4,1
"472",1086736,1,1
"473",2587619,3,1
"474",1187543,4,1
"475",2385466,5,1
"476",828670,4,1
"477",770026,5,1
"478",1634268,4,1
"479",1174811,4,1
"480",2328558,3,1
"481",831659,2,1
"482",2542474,3,1
"483",2061681,4,1
"484",436529,5,1
"485",2498427,4,1
"486",1761042,3,1
"487",906645,4,1
"488",370892,4,1
"489",47226,3,1
"490",137675,3,1
"491",2272974,5,1
"492",433185,4,1
"493",1051929,5,1
"494",1028483,4,1
"495",2473828,3,1
"496",1890535,4,1
"497",1755092,5,1
"498",741479,4,1
"499",1655023,3,1
"500",984992,2,1
"501",150859,4,1
"502",2138883,5,1
"503",1512950,3,1
"504",2063527,5,1
"505",2453338,5,1
"506",2325737,4,1
"507",1120091,5,1
"508",2356622,4,1
"509",1181115,5,1
"510",771275,4,1
"511",1413383,5,1
"512",305574,5,1
"513",2319816,4,1
"514",215739,4,1
"515",461110,3,1
"516",2524381,4,1
"517",169224,5,1
"518",2296924,5,1
"519",880048,3,1
"520",1674828,5,1
"521",135348,4,1
"522",663560,3,1
"523",2141176,5,1
"524",838130,5,1
"525",2305266,3,1
"526",1623132,4,1
"527",857478,3,1
"528",2570325,3,1
"529",1578315,5,1
"530",2049266,4,1
"531",577553,3,1
"532",408856,3,1
"533",349958,5,1
"534",475876,4,1
"535",313340,3,1
"536",1162007,5,1
"537",681216,3,1
"538",327122,4,1
"539",2206364,3,1
"540",2158667,4,1
"541",439072,4,1
"542",485116,5,1
"543",1730139,5,1
"544",632028,3,1
"545",524654,3,1
"546",705603,5,1
"547",971041,3,1
"548",498369,4,1
"549",767816,4,1
"550",1279385,3,1
"551",966375,2,1
"552",161299,4,1
"553",610692,5,1
"554",1957175,4,1
"555",1945528,3,1
"556",808802,5,1
"557",2371377,2,1
"558",1550976,4,1
"559",1270739,2,1
"560",32785,4,1
"561",862407,4,1
"562",196422,2,1
"563",759973,3,1
"564",1842264,3,1
"565",922231,4,1
"566",1475585,4,1
"567",1214843,4,1
"568",2516053,5,1
"569",2638523,5,1
"570",2159218,4,1
"571",2480874,3,1
"572",1033971,5,1
"573",481668,4,1
"574",996288,4,1
"575",1371518,4,1
"576",2018877,5,1
"577",1404743,5,1
"578",2514465,3,1
"579",2382710,5,1
"580",290706,4,1
"581",50409,4,1
"582",2142723,5,1
"583",1075579,4,1
"584",1694958,5,1
"585",1110906,5,1
"586",510117,5,1
"587",2067779,5,1
"588",805261,3,1
"589",944189,4,1
"590",662757,5,1
"591",2468443,5,1
"592",1101664,5,1
"593",1977373,4,1
"594",2178506,3,1
"595",2610109,4,1
"596",560942,3,1
"597",2144696,5,1
"598",1874499,4,1
"599",2434606,4,1
"600",1892661,5,1
"601",1177946,5,1
"602",840543,5,1
"603",2477414,5,1
"604",1213655,4,1
"605",2384182,5,1
"606",858362,5,1
"607",1169433,1,1
"608",469276,2,1
"609",851062,3,1
"610",855578,3,1
"611",1111454,3,1
"612",2463199,5,1
"613",1409816,5,1
"614",1168256,3,1
"615",553658,5,1
"616",1220901,3,1
"617",931626,4,1
"618",1684516,3,1
"619",2200659,4,1
"620",1174910,1,1
"621",1345108,4,1
"622",154959,4,1
"623",273084,4,1
"624",305197,3,1
"625",253876,3,1
"626",1041552,5,1
"627",1232734,5,1
"628",643582,1,1
"629",1284226,3,1
"630",2209044,4,1
"631",1422829,3,1
"632",1242757,5,1
"633",1713847,4,1
"634",441324,3,1
"635",1721885,3,1
"636",1404971,4,1
"637",2013239,3,1
"638",1619240,5,1
"639",754781,3,1
"640",2626880,5,1
"641",1723162,4,1
"642",329839,4,1
"643",128837,5,1
"644",1006228,5,1
"645",1053359,3,1
"646",1951132,3,1
"647",1694062,3,1
"648",1578505,4,1
"649",717606,3,1
"650",635344,5,1
"651",1789551,3,1
"652",347549,4,1
"653",574843,1,1
"654",2449643,3,1
"655",1341330,4,1
"656",447928,4,1
"657",2586597,5,1
"658",83795,5,1
"659",610827,3,1
"660",108374,4,1
"661",1931241,5,1
"662",781622,5,1
"663",1384899,4,1
"664",2434730,5,1
"665",1608707,4,1
"666",1470226,3,1
"667",505618,1,1
"668",1697473,4,1
"669",2317758,4,1
"670",2059054,4,1
"671",1537717,5,1
"672",455500,5,1
"673",2245579,5,1
"674",1252777,2,1
"675",560142,1,1
"676",1504994,4,1
"677",814333,4,1
"678",2081171,1,1
"679",2646281,4,1
"680",768090,3,1
"681",2127977,5,1
"682",1201709,4,1
"683",769,5,1
"684",433803,3,1
"685",511700,4,1
"686",2198355,4,1
"687",794292,5,1
"688",2204152,3,1
"689",542941,4,1
"690",988670,3,1
"691",2643435,5,1
"692",823519,4,1
"693",797782,4,1
"694",247687,4,1
"695",1981793,5,1
"696",239917,4,1
"697",567025,5,1
"698",2065726,5,1
"699",1148143,3,1
"700",781833,4,1
"701",2041711,2,1
"702",74144,4,1
"703",389850,2,1
"704",826793,4,1
"705",1898197,4,1
"706",695557,4,1
"707",2368961,5,1
"708",819870,2,1
"709",163546,3,1
"710",1248513,5,1
"711",563575,4,1
"712",1871338,3,1
"713",1567516,5,1
"714",232629,3,1
"715",15863,5,1
"716",1101043,4,1
"717",1419506,4,1
"718",35772,4,1
"719",2175886,3,1
"720",811535,2,1
"721",1861822,1,1
"722",1615189,3,1
"723",564138,3,1
"724",1769244,5,1
"725",309657,4,1
"726",1594718,4,1
"727",910721,4,1
"728",954927,3,1
"729",401290,5,1
"730",2551418,2,1
"731",1390390,3,1
"732",732636,4,1
"733",1308505,3,1
"734",1558760,3,1
"735",2079044,4,1
"736",532474,4,1
"737",2267293,4,1
"738",908745,4,1
"739",174868,3,1
"740",2586623,3,1
"741",1673689,4,1
"742",1656837,4,1
"743",2322774,3,1
"744",1623485,4,1
"745",520871,4,1
"746",843923,5,1
"747",1217256,3,1
"748",466063,4,1
"749",1725187,1,1
"750",1749381,4,1
"751",2118871,4,1
"752",12771,5,1
"753",8896,4,1
"754",921293,4,1
"755",1164637,4,1
"756",2082617,4,1
"757",1094404,4,1
"758",2332346,4,1
"759",900123,4,1
"760",2162865,5,1
"761",2459251,3,1
"762",1467952,5,1
"763",809705,4,1
"764",160872,4,1
"765",1270217,4,1
"766",1312395,4,1
"767",1387594,3,1
"768",1666400,4,1
"769",529698,3,1
"770",830963,1,1
"771",697600,4,1
"772",660551,2,1
"773",2264663,1,1
"774",2158448,3,1
"775",1409354,4,1
"776",723011,4,1
"777",2636158,5,1
"778",435820,5,1
"779",235540,3,1
"780",1646405,5,1
"781",116582,3,1
"782",914508,2,1
"783",2317390,4,1
"784",1667015,3,1
"785",2229990,5,1
"786",1462897,5,1
"787",677522,3,1
"788",1581286,5,1
"789",949442,5,1
"790",1988412,4,1
"791",730704,3,1
"792",1468063,4,1
"793",2209931,4,1
"794",1735452,5,1
"795",2619761,3,1
"796",2311810,3,1
"797",2368042,2,1
"798",2060090,3,1
"799",1303513,3,1
"800",1128254,3,1
"801",1670290,1,1
"802",1977851,4,1
"803",239902,5,1
"804",1594016,1,1
"805",46103,3,1
"806",885635,4,1
"807",1416074,5,1
"808",2071637,5,1
"809",1093403,3,1
"810",522604,4,1
"811",610437,5,1
"812",617898,5,1
"813",1000287,2,1
"814",1612388,4,1
"815",1200842,4,1
"816",315970,1,1
"817",475662,4,1
"818",295983,5,1
"819",1119513,3,1
"820",476805,3,1
"821",1058234,3,1
"822",702902,4,1
"823",1632700,4,1
"824",2053796,3,1
"825",1569850,2,1
"826",1324577,4,1
"827",2325598,4,1
"828",143298,5,1
"829",2431233,4,1
"830",127513,3,1
"831",264160,3,1
"832",2534672,4,1
"833",1873732,5,1
"834",2280737,4,1
"835",572573,1,1
"836",1628853,2,1
"837",81219,4,1
"838",1838501,3,1
"839",567279,5,1
"840",2470375,5,1
"841",184311,1,1
"842",2535052,4,1
"843",16138,5,1
"844",1120745,4,1
"845",2114550,4,1
"846",2277283,2,1
"847",285547,4,1
"848",1275006,3,1
"849",1539341,4,1
"850",1129423,4,1
"851",1257043,4,1
"852",15191,3,1
"853",1550161,3,1
"854",1859725,4,1
"855",1306710,3,1
"856",751812,3,1
"857",2418634,5,1
"858",918023,3,1
"859",122786,4,1
"860",860599,4,1
"861",868935,4,1
"862",1462949,3,1
"863",743687,5,1
"864",1855940,5,1
"865",428294,3,1
"866",1593530,4,1
"867",1230594,5,1
"868",49538,5,1
"869",704862,3,1
"870",1219206,3,1
"871",1485623,4,1
"872",218097,4,1
"873",1996137,4,1
"874",643182,1,1
"875",395311,4,1
"876",2469808,3,1
"877",812567,3,1
"878",1977128,4,1
"879",2384779,5,1
"880",2316326,4,1
"881",1185149,4,1
"882",955916,4,1
"883",2418782,3,1
"884",2545072,2,1
"885",1253345,5,1
"886",1622305,4,1
"887",2339348,2,1
"888",1105339,5,1
"889",2454570,3,1
"890",1789913,3,1
"891",228694,3,1
"892",1648646,3,1
"893",681890,3,1
"894",1631324,2,1
"895",129798,4,1
"896",194825,5,1
"897",1119970,4,1
"898",2353323,2,1
"899",1673307,4,1
"900",80507,5,1
"901",2484814,3,1
"902",2476197,2,1
"903",2231930,4,1
"904",2185127,4,1
"905",372581,4,1
"906",190148,5,1
"907",2161899,3,1
"908",937603,4,1
"909",364764,4,1
"910",2029829,4,1
"911",2267507,3,1
"912",738504,4,1
"913",2569088,4,1
"914",2537039,3,1
"915",1554668,2,1
"916",2418200,2,1
"917",949263,4,1
"918",666658,2,1
"919",316130,4,1
"920",827380,3,1
"921",520465,4,1
"922",607380,4,1
"923",2625420,4,1
"924",945783,3,1
"925",1816366,3,1
"926",1324252,4,1
"927",2648502,3,1
"928",1755946,4,1
"929",2214143,4,1
"930",2204961,5,1
"931",2521611,4,1
"932",1345754,3,1
"933",1189241,3,1
"934",1515871,5,1
"935",2441688,4,1
"936",1710414,4,1
"937",2479244,4,1
"938",1774684,4,1
"939",1935969,2,1
"940",1548340,3,1
"941",1606064,5,1
"942",1745608,3,1
"943",967169,2,1
"944",331157,3,1
"945",971723,5,1
"946",1557128,3,1
"947",2227900,4,1
"948",472052,5,1
"949",2482518,4,1
"950",1906868,4,1
"951",33835,3,1
"952",209200,3,1
"953",1425512,5,1
"954",482692,3,1
"955",1439566,5,1
"956",2551764,4,1
"957",934677,5,1
"958",1268762,2,1
"959",1363249,5,1
"960",10918,5,1
"961",2084362,4,1
"962",289625,4,1
"963",1065039,5,1
"964",908205,4,1
"965",1714263,3,1
"966",418316,2,1
"967",724592,4,1
"968",46036,5,1
"969",1275804,4,1
"970",1172276,5,1
"971",1523579,3,1
"972",79160,3,1
"973",1204327,3,1
"974",1529918,3,1
"975",255357,4,1
"976",1709606,3,1
"977",853484,5,1
"978",2051609,3,1
"979",1242087,3,1
"980",1197032,5,1
"981",2270997,1,1
"982",2340465,2,1
"983",1512547,5,1
"984",326810,4,1
"985",346189,5,1
"986",1172298,3,1
"987",2587481,2,1
"988",1764075,4,1
"989",105087,5,1
"990",2555218,5,1
"991",767240,4,1
"992",2529894,4,1
"993",582577,4,1
"994",680576,5,1
"995",652121,3,1
"996",987034,2,1
"997",232549,4,1
"998",1791576,4,1
"999",1688444,3,1
"1000",367797,4,1
"1001",1649154,3,1
"1002",180200,5,1
"1003",1733863,2,1
"1004",816639,5,1
"1005",91007,4,1
"1006",634174,5,1
"1007",2052543,5,1
"1008",667665,4,1
"1009",2179335,4,1
"1010",2138987,4,1
"1011",851262,4,1
"1012",1814018,5,1
"1013",6319,4,1
"1014",844049,5,1
"1015",208386,4,1
"1016",1933853,5,1
"1017",2234668,5,1
"1018",1686766,4,1
"1019",1181682,5,1
"1020",476887,3,1
"1021",1242847,3,1
"1022",2488972,4,1
"1023",2326571,3,1
"1024",1713660,5,1
"1025",2040413,2,1
"1026",1162942,3,1
"1027",2503887,5,1
"1028",1829319,5,1
"1029",1035795,4,1
"1030",144494,5,1
"1031",845634,4,1
"1032",2569143,5,1
"1033",1288908,3,1
"1034",1463403,4,1
"1035",1115400,4,1
"1036",597822,3,1
"1037",1162164,4,1
"1038",1909349,5,1
"1039",1854804,3,1
"1040",2620652,2,1
"1041",1197141,4,1
"1042",1892380,3,1
"1043",499926,1,1
"1044",997772,4,1
"1045",2567172,5,1
"1046",2015749,5,1
"1047",2521112,3,1
"1048",447099,4,1
"1049",811057,5,1
"1050",1003291,4,1
"1051",2253124,4,1
"1052",2144174,4,1
"1053",809073,5,1
"1054",2501752,4,1
"1055",1122737,4,1
"1056",372766,3,1
"1057",467816,5,1
"1058",1735133,4,1
"1059",1840783,1,1
"1060",2348845,3,1
"1061",2367508,3,1
"1062",1315754,3,1
"1063",1176559,4,1
"1064",843246,5,1
"1065",1076410,4,1
"1066",1799814,3,1
"1067",1474151,4,1
"1068",998862,2,1
"1069",376949,4,1
"1070",1090425,4,1
"1071",2343417,4,1
"1072",2537764,3,1
"1073",2311816,3,1
"1074",810023,3,1
"1075",1837595,2,1
"1076",614058,5,1
"1077",1412961,4,1
"1078",2537216,2,1
"1079",2478604,3,1
"1080",2430508,3,1
"1081",2422360,3,1
"1082",1191553,4,1
"1083",46277,4,1
"1084",1969251,3,1
"1085",2197373,3,1
"1086",403032,3,1
"1087",835035,3,1
"1088",1875019,2,1
"1089",623957,3,1
"1090",806985,3,1
"1091",2346844,4,1
"1092",1946590,3,1
"1093",753730,3,1
"1094",1519729,4,1
"1095",1873412,3,1
"1096",2325743,5,1
"1097",482592,4,1
"1098",769839,5,1
"1099",2212483,4,1
"1100",484109,5,1
"1101",2586317,3,1
"1102",2293919,4,1
"1103",1116987,5,1
"1104",931005,5,1
"1105",2155825,4,1
"1106",1573433,5,1
"1107",1643523,5,1
"1108",2376730,3,1
"1109",429382,5,1
"1110",1071856,5,1
"1111",2506132,3,1
"1112",945830,4,1
"1113",857422,4,1
"1114",1597420,4,1
"1115",1756761,4,1
"1116",1054992,5,1
"1117",1691,4,1
"1118",1700455,3,1
"1119",1746464,5,1
"1120",1168866,4,1
"1121",1478209,3,1
"1122",803945,5,1
"1123",1668633,5,1
"1124",1495088,5,1
"1125",1989275,4,1
"1126",1348118,3,1
"1127",2155100,5,1
"1128",553931,5,1
"1129",176611,4,1
"1130",2316686,4,1
"1131",2397115,3,1
"1132",2327367,2,1
"1133",1286604,4,1
"1134",1695795,4,1
"1135",93349,5,1
"1136",1363394,2,1
"1137",1458948,4,1
"1138",1051432,5,1
"1139",2540385,5,1
"1140",1231410,5,1
"1141",2647520,4,1
"1142",1179474,4,1
"1143",1219824,3,1
"1144",174311,4,1
"1145",32679,5,1
"1146",1341871,3,1
"1147",1546044,4,1
"1148",1989027,5,1
"1149",541345,5,1
"1150",1183620,1,1
"1151",852325,3,1
"1152",41873,5,1
"1153",1436924,1,1
"1154",22037,4,1
"1155",2477239,4,1
"1156",1547961,4,1
"1157",1413031,1,1
"1158",136784,5,1
"1159",1776100,5,1
"1160",2192301,3,1
"1161",1505037,2,1
"1162",234623,4,1
"1163",1158326,3,1
"1164",67831,5,1
"1165",1032463,4,1
"1166",1099041,4,1
"1167",2201062,5,1
"1168",1249801,5,1
"1169",223461,5,1
"1170",520954,3,1
"1171",894429,2,1
"1172",2374102,5,1
"1173",2528155,1,1
"1174",1006457,4,1
"1175",2625623,4,1
"1176",1750977,4,1
"1177",1953178,3,1
"1178",1413196,3,1
"1179",711110,5,1
"1180",1391642,5,1
"1181",551401,4,1
"1182",2492819,2,1
"1183",1650301,3,1
"1184",1569713,5,1
"1185",1893325,4,1
"1186",564686,5,1
"1187",611315,4,1
"1188",141839,4,1
"1189",21922,4,1
"1190",2487269,5,1
"1191",2092150,2,1
"1192",1436407,4,1
"1193",1075793,4,1
"1194",12876,5,1
"1195",146064,4,1
"1196",71821,3,1
"1197",191289,5,1
"1198",776135,2,1
"1199",835624,3,1
"1200",1596099,3,1
"1201",2441066,4,1
"1202",2548801,4,1
"1203",157446,2,1
"1204",1029994,2,1
"1205",301961,5,1
"1206",84477,4,1
"1207",1025363,4,1
"1208",1164396,4,1
"1209",1319946,3,1
"1210",2201584,5,1
"1211",2025167,3,1
"1212",859350,2,1
"1213",869873,1,1
"1214",204666,4,1
"1215",2259898,1,1
"1216",1192830,1,1
"1217",1896596,4,1
"1218",676175,4,1
"1219",1956208,3,1
"1220",1530338,5,1
"1221",1611112,5,1
"1222",2333858,3,1
"1223",617779,5,1
"1224",1888163,2,1
"1225",1329182,5,1
"1226",1196093,3,1
"1227",816442,5,1
"1228",792920,5,1
"1229",1410398,3,1
"1230",1203767,1,1
"1231",589483,4,1
"1232",424286,5,1
"1233",1466528,3,1
"1234",986661,5,1
"1235",610608,5,1
"1236",2344483,2,1
"1237",2050555,3,1
"1238",2574246,5,1
"1239",31508,4,1
"1240",2064291,2,1
"1241",2610157,4,1
"1242",1891070,2,1
"1243",2239227,3,1
"1244",1443852,3,1
"1245",1216387,3,1
"1246",109089,4,1
"1247",466644,4,1
"1248",2565462,4,1
"1249",2166748,2,1
"1250",896407,4,1
"1251",1877310,5,1
"1252",182620,3,1
"1253",2249677,5,1
"1254",2330735,5,1
"1255",730855,5,1
"1256",1372581,2,1
"1257",100033,5,1
"1258",1177203,3,1
"1259",772020,3,1
"1260",2621694,4,1
"1261",2260788,4,1
"1262",1072119,5,1
"1263",1834614,3,1
"1264",473976,4,1
"1265",2435916,4,1
"1266",2198685,5,1
"1267",861958,3,1
"1268",155818,4,1
"1269",2232641,3,1
"1270",1762741,3,1
"1271",2525308,4,1
"1272",1181560,5,1
"1273",1179597,4,1
"1274",1977925,5,1
"1275",752696,5,1
"1276",2151618,4,1
"1277",361407,3,1
"1278",1115188,3,1
"1279",2133463,4,1
"1280",83540,5,1
"1281",172613,4,1
"1282",2393632,4,1
"1283",379615,4,1
"1284",614481,3,1
"1285",442824,4,1
"1286",1243274,4,1
"1287",332863,4,1
"1288",2554555,5,1
"1289",709458,4,1
